category,feed_tag,is_watch,link,published_iso,score,source,summary,title,uid,watch_hits
preprints,arxiv-qbio,False,https://arxiv.org/abs/2603.16064,2026-03-18T04:00:00Z,-0.6,q-bio updates on arXiv.org,"arXiv:2603.16064v1 Announce Type: new Abstract: Broad mobility restrictions can help control infectious disease spread, but their socioeconomic costs and the variation in transmission risks by mobility purpose, age group, and spatial connectivity highlight the need for targeted approaches. In this study, we developed an age-structured SEIR metapopulation model for COVID-19 across Seoul's 25 districts, integrating mobile phone-derived origin-destination data. We stratified mobility by age (0-19, 20-59, 60+) and purpose: residential (H), school/work (W), and other non-routine (O). Using 2024 mobility data as a baseline and incorporating pandemic-period (2020-2021) mobility deviations, we investigated counterfactual strategies under various targeting scenarios. Our results showed that W restrictions among adults aged 20-59 produced the highest per-capita reductions in infection. Spatial clustering based on population-adjusted W inflows showed that high-inflow central business districts corresponded to the fast-spreading districts identified in the simulations. Targeting W flows into and within this cluster consistently reduced epidemic size across uncertain seeding locations. Furtherm",Evaluating Targeted Mobility Restrictions on COVID-19 Transmission in Seoul: A Metapopulation Modeling Study Using Mobile Phone Data,oai:arXiv.org:2603.16064v1,[]
preprints,arxiv-qbio,False,https://arxiv.org/abs/2603.16178,2026-03-18T04:00:00Z,-0.6,q-bio updates on arXiv.org,"arXiv:2603.16178v1 Announce Type: new Abstract: Early identification of individuals at risk of stroke remains a major clinical challenge, as prodromal motor im- pairments are often subtle and transient. In this pilot study, a wearable sensor-based framework is proposed for early pre- stroke risk screening using a single inertial measurement unit mounted on the sacral region to capture pelvic motion during gait and standing tasks. The pelvis is treated as a biomechanical proxy for global motor control, enabling the quantification of gait variability and postural drift as digital biomarkers of neurological instability. Raw inertial signals are processed using a sensor fusion pipeline to estimate pelvic kinematics, from which variability and nonlinear dynamic features are extracted. These features are subsequently used to train a machine learning model for risk stratification across control, pre-stroke, and stroke groups. Progressive increases in pelvic angular variability and postural instability are observed from the control to stroke groups, with the pre-stroke cohort exhibiting intermediate char- acteristics. As a proof-of-concept investigation, the proposed framework demonstrates",Early Pre-Stroke Detection via Wearable IMU-Based Gait Variability and Postural Drift Analysis,oai:arXiv.org:2603.16178v1,[]
preprints,arxiv-qbio,False,https://arxiv.org/abs/2603.16194,2026-03-18T04:00:00Z,-0.6,q-bio updates on arXiv.org,"arXiv:2603.16194v1 Announce Type: new Abstract: Bacterial phase variation enables reversible, locus-specific phenotypic switching, often driven by DNA inversion (invertons). To identify these events, researchers commonly rely on sequencing reads that provide orientation-specific support. Metagenomic sequencing, which captures total genetic material independent of cultivation, offers a powerful platform for the comprehensive study of invertons. However, computational inverton calling from metagenomic data is difficult at low sequencing depth: hard read-support cutoffs can miss true events, while sequence-only predictors lack read-backed interpretability and uncertainty quantification. To address this, we present TPMM, a three-component posterior mixture model for inverton calling in metagenomic data. TPMM explicitly incorporates sequencing depth to formulate inverton detection as a probabilistic mixture problem. Starting from candidates flanked by inverted repeats, the model classifies the candidates into noise, low-probability, or high-probability inversion signals using read evidence. Finally, TPMM assigns posterior probabilities as soft labels and applies cumulative Bayesian Fals",TPMM: Three-component Posterior Mixture Model Enables Robust Inverton Detection in Low-Depth Metagenomes and Suggests Potential Viral Invertons,oai:arXiv.org:2603.16194v1,[]
preprints,arxiv-qbio,False,https://arxiv.org/abs/2603.16288,2026-03-18T04:00:00Z,-0.6,q-bio updates on arXiv.org,"arXiv:2603.16288v1 Announce Type: new Abstract: Pain is strongly influenced by expectations and learning from previous experience, such as in classical conditioning. Conditioned responses and expectations can generalize to perceptually and conceptually related cues, but how generalization influences pain experience and the neurobiological processing of pain remains unclear. We used fMRI and multilevel mediation analyses to address this question. Thirty-six human participants first learned to associate two visual cues from distinct conceptual categories (e.g., animals vs. vehicles) with high or low levels of heat pain. In a subsequent phase, they were presented novel cues (images, drawings, or words) not previously paired with pain, but which shared the conceptual category of the initial pain-predictive cues. Participants who developed explicit expectations during learning reported greater pain in response to stimuli conceptually related to high-vs. low-pain cues ('generalization stimuli'), demonstrating generalization of cue influences on pain. This effect was mediated by increased pain-related activity to generalization stimuli in the hippocampus, which correlated with individual ",Hippocampus mediates conceptual generalization of pain modulation,oai:arXiv.org:2603.16288v1,[]
preprints,arxiv-qbio,False,https://arxiv.org/abs/2603.16501,2026-03-18T04:00:00Z,-0.6,q-bio updates on arXiv.org,"arXiv:2603.16501v1 Announce Type: new Abstract: Kangaroo mother care (KMC) is an intervention involving skin-to-skin contact that promotes physiological stability and supports long-term neurodevelopment in preterm infants. However, the underlying neurophysiological mechanisms remain unclear. We aimed to investigate the immediate effects of the first KMC on infants' brain function, mother-infant inter-brain synchrony, as well as their associations. Fifty-eight preterm infants (gestational age < 32 weeks or birth weight < 1500 g) and their mothers underwent synchronous dual-electroencephalography recording before and during the first KMC session. Infant brain function was assessed via power spectrum energy and graph theory-based network metrics, and mother-infant inter-brain synchrony was quantified using phase-locking value (PLV), from which inter-brain density and inter-brain strength were calculated. Correlation analyses were performed between infant intra-brain metrics and inter-brain synchrony indicators.During the first KMC, preterm infants showed enhanced theta, alpha, and beta power alongside reduced relative delta power, while brain network topological metrics remained stabl",The immediate effect of kangaroo mother care on Mother-infant inter-brain synchrony and infant brain function,oai:arXiv.org:2603.16501v1,[]
preprints,arxiv-qbio,False,https://arxiv.org/abs/2603.16587,2026-03-18T04:00:00Z,-0.6,q-bio updates on arXiv.org,"arXiv:2603.16587v1 Announce Type: new Abstract: We present HistoAtlas, a pan-cancer computational atlas that extracts 38 interpretable histomic features from 6,745 diagnostic H&E slides across 21 TCGA cancer types and systematically links every feature to survival, gene expression, somatic mutations, and immune subtypes. All associations are covariate-adjusted, multiple-testing corrected, and classified into evidence-strength tiers. The atlas recovers known biology, from immune infiltration and prognosis to proliferation and kinase signaling, while uncovering compartment-specific immune signals and morphological subtypes with divergent outcomes. Every result is spatially traceable to tissue compartments and individual cells, statistically calibrated, and openly queryable. HistoAtlas enables systematic, large-scale biomarker discovery from routine H&E without specialized staining or sequencing. Data and an interactive web atlas are freely available at https://histoatlas.com .",HistoAtlas: A Pan-Cancer Morphology Atlas Linking Histomics to Molecular Programs and Clinical Outcomes,oai:arXiv.org:2603.16587v1,[]
preprints,arxiv-qbio,False,https://arxiv.org/abs/2603.16770,2026-03-18T04:00:00Z,-0.6,q-bio updates on arXiv.org,"arXiv:2603.16770v1 Announce Type: new Abstract: Force fields for molecular dynamics are usually developed manually, limiting their transferability and making systematic exploration of functional forms challenging. We developed a graph neural network that assigns all force field parameters for diverse molecules using continuous atom typing. The freely-available model, called Garnet, was trained on quantum mechanical, condensed phase and protein nuclear magnetic resonance data without the use of existing parameters. The resulting force field shows comparable performance to current force fields on small molecules, folded proteins, protein complexes and disordered proteins. It shows similar results to popular approaches for relative binding free energy predictions across a range of targets. Assessing different functional forms shows that the double exponential potential is a flexible and accurate alternative to the Lennard-Jones potential. Garnet provides a platform for automated, reproducible force field discovery that brings the benefits of machine learning to classical force fields.",Training a force field for proteins and small molecules from scratch,oai:arXiv.org:2603.16770v1,[]
preprints,arxiv-qbio,False,https://arxiv.org/abs/2603.16773,2026-03-18T04:00:00Z,-0.6,q-bio updates on arXiv.org,"arXiv:2603.16773v1 Announce Type: new Abstract: OBJECTIVE: To propose a new approach to analyze the age-distribution of reported cases for vector-transmitted infections. METHODS: Using officially reported number of cases of dengue, Zika, chikungunya, malaria and leishmaniasis for distinct geographical areas, in different periods. Data were treated in special but well-known procedure, transforming the raw data into a density age-dependent distribution and fitting a special continuous function to it. RESULTS: We found that the proportion of age-dependent cases with respect to the total number of cases in a given year (or any transmission season) is probably determined by the ecological interactions between vectors and hosts. The age-distribution of the proportion of cases for the three Aedes-related infections are essentially the same independently of the magnitude of the outbreak and the geographical region considered. On the other hand, for the infections transmitted by other vectors, the age-distributions of the proportion of cases are entirely different. CONCLUSIONS: During specific outbreaks, the ratio between the age distribution of the proportion of officially reported cases a",Age-dependent distribution of officially reported cases of vector-borne infections,oai:arXiv.org:2603.16773v1,[]
preprints,arxiv-qbio,False,https://arxiv.org/abs/2603.15711,2026-03-18T04:00:00Z,-0.6,q-bio updates on arXiv.org,"arXiv:2603.15711v1 Announce Type: cross Abstract: Alkaptonuria (AKU) is an ultra-rare autosomal recessive metabolic disorder caused by mutations in the HGD (Homogentisate 1,2-Dioxygenase) gene, leading to a pathological accumulation of homogentisic acid (HGA) in body fluids and tissues. This leads to systemic manifestations, including premature spondyloarthropathy, renal and prostatic stones, and cardiovascular complications. Being ultra-rare, the amount of data related to the disease is limited, both in terms of clinical data and literature. Knowledge graphs (KGs) can help connect the limited knowledge about the disease (basic mechanisms, manifestations and existing therapies) with other knowledge; however, AKU is frequently underrepresented or entirely absent in existing biomedical KGs. In this work, we apply a text-mining methodology based on PubTator3 for large-scale extraction of biomedical relations. We construct two KGs of different sizes, validate them using existing biochemical knowledge and use them to extract genes, diseases and therapies possibly related to AKU. This computational framework reveals the systemic interactions of the disease, its comorbidities, and potenti",Knowledge Graph Extraction from Biomedical Literature for Alkaptonuria Rare Disease,oai:arXiv.org:2603.15711v1,[]
preprints,arxiv-qbio,False,https://arxiv.org/abs/2603.16185,2026-03-18T04:00:00Z,-0.6,q-bio updates on arXiv.org,"arXiv:2603.16185v1 Announce Type: cross Abstract: Predicting drug response in patients from preclinical data remains a major challenge in precision oncology due to the substantial biological gap between in vitro cell lines and patient tumors. Rather than aiming to improve absolute in vitro prediction accuracy, this work examines whether explicitly separating representation learning from task supervision enables more sample-efficient adaptation of drug-response models to patient data under strong biological domain shift. We propose a staged transfer-learning framework in which cellular and drug representations are first learned independently from large collections of unlabeled pharmacogenomic data using autoencoder-based representation learning. These representations are then aligned with drug-response labels on cell-line data and subsequently adapted to patient tumors using few-shot supervision. Through a systematic evaluation spanning in-domain, cross-dataset, and patient-level settings, we show that unsupervised pretraining provides limited benefit when source and target domains overlap substantially, but yields clear gains when adapting to patient tumors with very limited labele",Sample-Efficient Adaptation of Drug-Response Models to Patient Tumors under Strong Biological Domain Shift,oai:arXiv.org:2603.16185v1,[]
preprints,arxiv-qbio,False,https://arxiv.org/abs/2603.16281,2026-03-18T04:00:00Z,-0.6,q-bio updates on arXiv.org,"arXiv:2603.16281v1 Announce Type: cross Abstract: Electroencephalography (EEG) is a widely used tool for studying brain function, with applications in clinical neuroscience, diagnosis, and brain-computer interfaces (BCIs). Recent EEG foundation models trained on large unlabeled corpora aim to learn transferable representations, but their effectiveness remains unclear; reported improvements over smaller task-specific models are often modest, sensitive to downstream adaptation and fine-tuning strategies, and limited under linear probing. We hypothesize that one contributing factor is the reliance on signal reconstruction as the primary self-supervised learning (SSL) objective, which biases representations toward high-variance artifacts rather than task-relevant neural structure. To address this limitation, we explore an SSL paradigm based on Joint Embedding Predictive Architectures (JEPA), which learn by predicting latent representations instead of reconstructing raw signals. While earlier JEPA-style methods often rely on additional heuristics to ensure training stability, recent advances such as LeJEPA provide a more principled and stable formulation. We introduce Laya, the first EE",Laya: A LeJEPA Approach to EEG via Latent Prediction over Reconstruction,oai:arXiv.org:2603.16281v1,[]
preprints,arxiv-qbio,False,https://arxiv.org/abs/2603.16384,2026-03-18T04:00:00Z,-0.6,q-bio updates on arXiv.org,"arXiv:2603.16384v1 Announce Type: cross Abstract: This study investigates a method to guide and control fish schools using virtual fish trained with reinforcement learning. We utilize 2D virtual fish displayed on a screen to overcome technical challenges such as durability and movement constraints inherent in physical robotic agents. To address the lack of detailed behavioral models for real fish, we adopt a model-free reinforcement learning approach. First, simulation results show that reinforcement learning can acquire effective movement policies even when simulated real fish frequently ignore the virtual stimulus. Second, real-world experiments with live fish confirm that the learned policy successfully guides fish schools toward specified target directions. Statistical analysis reveals that the proposed method significantly outperforms baseline conditions, including the absence of stimulus and a heuristic ""stay-at-edge"" strategy. This study provides an early demonstration of how reinforcement learning can be used to influence collective animal behavior through artificial agents.",Controlling Fish Schools via Reinforcement Learning of Virtual Fish Movement,oai:arXiv.org:2603.16384v1,[]
preprints,arxiv-qbio,False,https://arxiv.org/abs/2603.16562,2026-03-18T04:00:00Z,-0.6,q-bio updates on arXiv.org,"arXiv:2603.16562v1 Announce Type: cross Abstract: Understanding non-genetic determinants of cell fate is critical for developing and improving cancer therapies, as genetically identical cells can exhibit divergent outcomes under the same treatment conditions. In this work, we present a deep learning approach for cell fate prediction from raw long-term live-cell recordings of cancer cell populations under chemotherapeutic treatment. Our Transformer model is trained to predict cell fate directly from raw image sequences, without relying on predefined morphological or molecular features. Beyond classification, we introduce a comprehensive explainability framework for interpreting the temporal and morphological cues guiding the model's predictions. We demonstrate that prediction of cell outcomes is possible based on the video only, our model achieves balanced accuracy of 0.94 and an F1-score of 0.93. Attention and masking experiments further indicate that the signal predictive of the cell fate is not uniquely located in the final frames of a cell trajectory, as reliable predictions are possible up to 10 h before the event. Our analysis reveals distinct temporal distribution of predicti",Understanding Cell Fate Decisions with Temporal Attention,oai:arXiv.org:2603.16562v1,[]
preprints,arxiv-qbio,False,https://arxiv.org/abs/2603.16741,2026-03-18T04:00:00Z,-0.6,q-bio updates on arXiv.org,"arXiv:2603.16741v1 Announce Type: cross Abstract: Objective. We establish a principled method for inferring mental health related psychometric variables from neural and behavioral data using the Implicit Association Test (IAT) as the data generation engine, aiming to overcome the limited predictive performance (typically under 0.7 AUC) of the gold-standard D-score method, which relies solely on reaction times. Approach. We propose a sparse hierarchical Bayesian model that leverages multi-modal data to predict experiences related to mental illness symptoms in new participants. The model is a multivariate generalization of the D-score with trainable parameters, engineered for parameter efficiency in the small-cohort regime typical of IAT studies. Data from two IAT variants were analyzed: a suicidality-related E-IAT ($n=39$) and a psychosis-related PSY-IAT ($n=34$). Main Results. Our approach overcomes a high inter-individual variability and low within-session effect size in the dataset, reaching AUCs of 0.73 (E-IAT) and 0.76 (PSY-IAT) in the best modality configurations, though corrected 95% confidence intervals are wide ($\pm 0.18$) and results are marginally significant after FDR c",Bayesian Inference of Psychometric Variables From Brain and Behavior in Implicit Association Tests,oai:arXiv.org:2603.16741v1,[]
preprints,arxiv-qbio,False,https://arxiv.org/abs/2603.16789,2026-03-18T04:00:00Z,-0.6,q-bio updates on arXiv.org,"arXiv:2603.16789v1 Announce Type: cross Abstract: We develop a conservative continuous-time stochastic control framework for treatment optimization from irregularly sampled patient trajectories. The unknown patient dynamics are modeled as a controlled stochastic differential equation with treatment as a continuous-time control. Naive model-based optimization can exploit model errors and propose out-of-support controls, so optimizing the estimated dynamics may not optimize the true dynamics. To limit extrapolation, we add a consistent signature-based MMD regularizer on path space that penalizes treatment plans whose induced trajectory distribution deviates from observed trajectories. The resulting objective minimizes a computable upper bound on the true cost. Experiments on benchmark datasets show improved robustness and performance compared to non-conservative baselines.",Conservative Continuous-Time Treatment Optimization,oai:arXiv.org:2603.16789v1,[]
preprints,arxiv-qbio,False,https://arxiv.org/abs/2603.16801,2026-03-18T04:00:00Z,-0.6,q-bio updates on arXiv.org,"arXiv:2603.16801v1 Announce Type: cross Abstract: Describe an animal without using the verb look. Can you effectively provide an alternative method for interpreting complex microscopy images while preserving the length scale? The world is filled with features too small for our eyes to see: the setae on a gecko's feet, the cuticles covering a rat's whisker, or the fuzziness of a bat's wing. Furthermore, these structures are non-homogeneous, often shifting from stiff to soft. We provide a workflow for producing low-data, low-cost, and open-source lithograph files, allowing tactile accessibility in microscopy images. The lithographs made with this workflow can be printed on a 350 USD 3D printer using 3D files under 100 Mb, for a total cost per print of 0.75 USD. This work seeks to leverage advanced 3D printing to create tactile graphics and art that make science more accessible and enable tactile exploration of biological structures. This framework in this text is aligned with a GitHub repository that will be constantly updated, allowing tactile media to be created as 3D printing and lithography become more streamlined in the years to come.","A low-data, low-cost, and open-source workflow for 3D printing lithographs for digital accessibility of microscopy images",oai:arXiv.org:2603.16801v1,[]
preprints,arxiv-qbio,False,https://arxiv.org/abs/2012.14309,2026-03-18T04:00:00Z,-0.6,q-bio updates on arXiv.org,"arXiv:2012.14309v3 Announce Type: replace Abstract: Complex systems, such as life and languages, are governed by principles of evolution. The analogy and comparison between biology and linguistics\cite{alphafold2, RoseTTAFold, lang_virus, cell language, faculty1, language of gene, Protein linguistics, dictionary, Grammar of pro_dom, complexity, genomics_nlp, InterPro, language modeling, Protein language modeling} provide a computational foundation for characterizing and analyzing protein sequences, human corpora, and their evolution. However, no general mathematical formula has been proposed so far to illuminate the origin of quantitative hallmarks shared by life and language. Here we show several new statistical relationships shared by proteins and words, which inspire us to establish a general mechanism of evolution with explicit formulations that can incorporate both old and new characteristics. We found natural selection can be quantified via the entropic formulation by the principle of least effort to determine the sequence variation that survives in evolution. Besides, the origin of power law behavior and how changes in the environment stimulate the emergence of new proteins ",General Mechanism of Evolution Shared by Proteins and Words,oai:arXiv.org:2012.14309v3,[]
preprints,arxiv-qbio,False,https://arxiv.org/abs/2211.13231,2026-03-18T04:00:00Z,-0.6,q-bio updates on arXiv.org,"arXiv:2211.13231v3 Announce Type: replace Abstract: Heterogeneous molecular entities and their interactions, commonly depicted as a network, are crucial for advancing our systems-level understanding of biology. With recent advancements in high-throughput data generation and a significant improvement in computational power, graph neural networks (GNNs) have demonstrated their effectiveness in predicting biomedical interactions. Since GNNs follow a neighborhood aggregation scheme, the number of graph convolution (GC) layers (i.e., depth) determines the neighborhood orders from which they can aggregate information, thereby significantly impacting the model's performance. However, it often relies on heuristics or extensive experimentation to determine an appropriate GNN depth for a given biomedical network. These methods can be unreliable or result in expensive computational overhead. Moreover, GNNs with more GC layers tend to exhibit poor calibration, leading to high confidence in incorrect predictions. To address these challenges, we propose a Bayesian model selection framework to jointly infer the most plausible number of GC layers supported by the data, apply dropout regularization",Predicting Biomedical Interactions with Probabilistic Model Selection for Graph Neural Networks,oai:arXiv.org:2211.13231v3,[]
preprints,arxiv-qbio,False,https://arxiv.org/abs/2507.19416,2026-03-18T04:00:00Z,-0.6,q-bio updates on arXiv.org,"arXiv:2507.19416v2 Announce Type: replace Abstract: Respiration is an essential involuntary function necessary for survival. This poses a challenge for the control of breathing. The preB\""otzinger complex (preB\""otC) is a heterogeneous neuronal network responsible for driving the inspiratory rhythm. While neuromodulators such as norepinephrine (NE) allow it to be both robust and flexible for all living beings to interact with their environment, the basis for how neuromodulation impacts neuron-specific properties remains poorly understood. In this work, we examine how NE influences different preB\""otC neuronal subtypes by modeling its effects through modulating two key parameters: calcium-activated nonspecific cationic current gating conductance ($g_{\rm CAN}$) and inositol-triphosphate ($\rm IP_3$), guided by experimental studies. Our computational model captures the experimentally observed differential effects of NE on distinct preB\""otC bursting patterns. We show that this dual mechanism is critical for inducing conditional bursting and identify specific parameter regimes where silent neurons remain inactive in the presence of NE. Furthermore, using methods of dynamical systems t",Dual Mechanisms for Heterogeneous Responses of Inspiratory Neurons to Noradrenergic Modulation,oai:arXiv.org:2507.19416v2,[]
preprints,arxiv-qbio,False,https://arxiv.org/abs/2509.24657,2026-03-18T04:00:00Z,-0.6,q-bio updates on arXiv.org,"arXiv:2509.24657v2 Announce Type: replace Abstract: West Nile virus (WNV) is a mosquito-borne virus in the genus Flavivirus that circulates between mosquitoes and birds, whereas humans, equids, and other mammals are dead-end hosts. Since its emergence in Germany in 2018, the virus has spread across the country, emphasising the need for effective intervention strategies. However, it remains unclear how different strategies should be combined and timed to effectively reduce WNV transmission under temperature-driven dynamics. In this study, we develop a temperature-dependent, process-based model to evaluate the effectiveness of WNV control strategies, such as mosquito reduction methods, equid vaccination, and the use of personal protective equipment (PPE). Human behavioural responses to infection risk are incorporated through imitation dynamics that capture how individuals adopt PPE based on perceived infection risk and social influence. An optimal control problem has been formulated and studied to determine the seasonal timing of mosquito controls under temperature forcing. Results suggest that mosquito control efforts initiated in early spring and intensified in early May, may reduc","Modelling the control of West Nile virus using mosquito reduction methods, vaccination of equids, and human behavioral adaptation to the usage of personal protective equipment",oai:arXiv.org:2509.24657v2,[]
preprints,arxiv-qbio,False,https://arxiv.org/abs/2603.06819,2026-03-18T04:00:00Z,-0.6,q-bio updates on arXiv.org,"arXiv:2603.06819v2 Announce Type: replace Abstract: Obesity does not emerge abruptly; rather, it develops gradually over extended periods. The gradual progression often prevents early recognition of physiological changes until excess adiposity is established. A common belief is that weight reduction can be achieved simply by ""eating less and moving more"". Although reductions in caloric intake and increases in physical activity are fundamental principles of weight management, this perspective oversimplifies a complex and adaptive biological system. Metabolic rate, hormonal regulation, behavioral factors, and compensatory physiological responses all influence the body's resistance to changes in weight. During weight loss, reduced metabolic rate and increased efficiency make maintaining a caloric deficit increasingly difficult. Conversely, during periods of overfeeding, resting metabolic rate, the thermic effect of food, and non-exercise activity thermogenesis increase with rising body weight, partially offsetting the caloric surplus and slowing weight gain. However, these compensatory responses are asymmetrical, with stronger and more persistent adaptations to underfeeding than to ov",Modeling Metabolic State Transitions in Obesity Using a Time-Varying Lambda-Omega Framework,oai:arXiv.org:2603.06819v2,[]
preprints,arxiv-qbio,False,https://arxiv.org/abs/2603.09531,2026-03-18T04:00:00Z,-0.6,q-bio updates on arXiv.org,"arXiv:2603.09531v2 Announce Type: replace Abstract: Background: Pleuroparenchymal fibroelastosis (PPFE) is an upper lobe predominant fibrotic lung abnormality associated with increased mortality in established interstitial lung disease. However, the clinical significance of radiologic PPFE progression in lung cancer screening (LCS) populations remains unclear. Methods: We analysed longitudinal low-dose CT scans and clinical data from two LCS studies: National Lung Screening Trial (NLST; n=7,980); SUMMIT study (n=8,561). An automated algorithm quantified PPFE volume on baseline and follow-up scans. Annualised change in PPFE was derived and dichotomised using a distribution-based threshold to define progressive PPFE. Associations between progressive PPFE and mortality were evaluated using Cox proportional hazards models adjusted for demographic and clinical variables. In SUMMIT cohort, associations between progressive PPFE and clinical outcomes were assessed using incidence rate ratios (IRR) and odds ratios (OR). Findings: Progressive PPFE independently associated with mortality in both LCS cohorts (NLST: Hazard Ratio (HR)=1.25, 95% Confidence Interval (CI): 1.01--1.56, p=0.042; SUMM",Association of Progressive PPFE and Mortality in Lung Cancer Screening Cohorts,oai:arXiv.org:2603.09531v2,[]
